,date,username,displayname,location,language,tweet
34,2022-12-03 18:22:45+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@BrookeMills96 תודה עכשיו יש לי פומו אחרי שקניתי טימברלנד
35,2022-12-03 18:21:06+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,"@LidorUdi9 סורי, אני במוד של נוסחאות נסיגה"
36,2022-12-03 18:20:06+00:00,keepineyeout,L.E. Levy,,en,"@elonmusk I’m a political independent and I really appreciate what you’re doing by revealing the censorship. I always “knew” it was going on exactly as you’ve laid out through the Twitter files, but it’s important to get out into the open. Corporations shouldn’t be censoring."
37,2022-12-03 18:19:33+00:00,LidorUdi9,Lidor Udi,,iw,@ravid_e_levy ניתוח עמוק מידי ל20:19 בערב
38,2022-12-03 18:19:10+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@LidorUdi9 אתה מראה של המושא להערצתך
39,2022-12-03 18:18:02+00:00,LidorUdi9,Lidor Udi,,iw,@ravid_e_levy אני פינישד אה?
40,2022-12-03 18:17:44+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@LidorUdi9 אני רואה שהדו קוטביות מוקרנת גם על המעריצים שלו
41,2022-12-03 17:43:57+00:00,Amimezzz,עמימז,,iw,@ravid_e_levy ממש
42,2022-12-03 17:35:20+00:00,AmpongLaurence,laurence ampong-adjei,,en,@e_levy_22 @ghanafaofficial It’s this part time coach that qualified us. Anaa?
43,2022-12-03 17:33:15+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,כמובן שחיכיתי שקודם גרמניה תעוף
44,2022-12-03 17:32:40+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,אז מה אם אנחנו לא במונדיאל? אנחנו אלופי אירופה וחוץ מברזיל יש לנו הכי הרבה כוכבים
45,2022-12-03 17:05:51+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,und,@yaaranezer1 3-0
46,2022-12-03 17:05:09+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@Amimezzz אוקיי זה צירוף מקרים מעניין https://t.co/HHp4LZIcXH
47,2022-12-03 16:56:21+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@yaaranezer1 וזה עוד לפני הsoccer
48,2022-12-03 16:54:20+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@lindi_orginal תוריד תawp אתה תקבל באן ip
49,2022-12-03 16:35:29+00:00,didido09,Djogo,"Juazeiro do Norte, Brasil",pt,como pode esses resumos de geopolítica tem mais nando e levy doq clark dando 1 ano de aula
50,2022-12-03 16:25:55+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,"@TalAfek11 כל ההולנדים קוראים את הגארדיאן, רק בלינד דיילי."
51,2022-12-03 16:01:05+00:00,kaherisa_joe,Joe brothers,,en,"@DanielZofi @ravid_e_levy @KhJacki I’m still alive, and after we all gone Palestine will still be there🕊🇵🇸"
52,2022-12-03 15:52:05+00:00,africonsultgh,African Research Consult,Accra,en,@e_levy_22 @SaddickAdams The team was cursed in 1992
53,2022-12-03 15:26:20+00:00,yonatantzuberi,יונתן צוברי,,iw,"@ravid_e_levy @LidorUdi9 הוא עדיין לא ספורט, פשוט יש בו קצת עניין"
54,2022-12-03 15:25:30+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@yonatantzuberi @LidorUdi9 הספורט הזה אמיתי עבורך כל עוד אתם טופ 4
55,2022-12-03 15:25:06+00:00,superstarsplash,דניאל,ישראל,iw,@yonatantzuberi @ravid_e_levy @LidorUdi9 מה שנכון נכון
56,2022-12-03 15:24:45+00:00,yonatantzuberi,יונתן צוברי,,iw,@superstarsplash @ravid_e_levy @LidorUdi9 חמוד אבל הוא בענף נחות
57,2022-12-03 15:24:31+00:00,yonatantzuberi,יונתן צוברי,,iw,@ravid_e_levy @LidorUdi9 משהו שקשור לספורט אמיתי?
58,2022-12-03 15:19:30+00:00,superstarsplash,דניאל,ישראל,iw,"@yonatantzuberi @ravid_e_levy @LidorUdi9 הוא אוהד הפועל צוברי
כבר מעלה אותו מעל כולם"
59,2022-12-03 15:18:10+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,"@yonatantzuberi @LidorUdi9 הוא די מוכר מהשידורים של ליגת העל, ליגה אירופית, ליגה הולנדית וכו'"
60,2022-12-03 15:17:17+00:00,yonatantzuberi,יונתן צוברי,,iw,@ravid_e_levy @LidorUdi9 למה שאני אדע מי זה
61,2022-12-03 15:16:33+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@yonatantzuberi @LidorUdi9 מפרשן לצד יונתן כהן במונדיאל
62,2022-12-03 15:15:56+00:00,yonatantzuberi,יונתן צוברי,,iw,@superstarsplash @ravid_e_levy @LidorUdi9 מי
63,2022-12-03 15:15:42+00:00,superstarsplash,דניאל,ישראל,iw,@yonatantzuberi @ravid_e_levy @LidorUdi9 השדר מספורט 1
64,2022-12-03 15:15:00+00:00,yonatantzuberi,יונתן צוברי,,iw,"@ravid_e_levy @LidorUdi9 אני יודע
אבל איזה עוד אסף כהן יש?"
65,2022-12-03 14:56:35+00:00,superstarsplash,דניאל,ישראל,iw,@ravid_e_levy כן זה באמת מעצבן
66,2022-12-03 14:53:50+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,מה מונע ממני בתור מושבניק לגדל את האוכל הצמחוני שלי בגינה?
67,2022-12-03 14:42:28+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@LidorUdi9 @yonatantzuberi אנחנו חברים של האסף כהן הלא נכון
68,2022-12-03 14:42:05+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@superstarsplash של ניקי ומאלומה
69,2022-12-03 14:26:22+00:00,ron_rejwan,Ron,ישראל,iw,@ravid_e_levy זה ככ שקוף שהוא יילך לעולמו לפני הגמר(לצערי)וברזיל תזכה
70,2022-12-03 14:21:56+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,"התזה שלי:
כרגע ארגנטינה פייבוריטית בגלל מראדונה.
אם פלה ייפרד מאיתנו אחרי שהמונדיאל יסתיים עבור ברזיל, היא תזכה במונדיאל הבא. אחרת, זה שלה. https://t.co/5RjTEniN9m"
71,2022-12-03 14:18:33+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,"@Amimezzz אחותי את בענף הלא נכון, זו בכלל הטלה אורתוגונלית"
72,2022-12-03 14:07:28+00:00,siriricasecreta,daniela anjos,"barra da estiva,bahia",pt,lembro q chorei na sala de aula por causa dessa cena do gajeel e levy https://t.co/FtaIhu4dlC
73,2022-12-03 13:41:06+00:00,CephasSevagar,Cephas Sevagar,,en,@tv3_ghana Someone needs to answer for causing financial lost to the state.   Will E Levy be dropped when the toll resumes because we were told the E Levy came to replace the toll.
74,2022-12-03 13:07:00+00:00,YouthAllianceM2,Volta Youth,"Tema, Ghana",en,They don't have any solution.  How do you want E levy to be successful when they delayed the passage for almost 5 months and upon that discouraged Ghanaians from paying? https://t.co/MRQ2hajt4v
75,2022-12-03 12:49:58+00:00,superstarsplash,דניאל,ישראל,iw,@ravid_e_levy איזה מהם רק?
76,2022-12-03 12:32:04+00:00,M1066R,M1066R,,en,"@TomPMarshall @dr_musgrave See the list of references following this article:
https://t.co/NgFipFIbx0

Levy refers to this article  by Dr Klenner MD
https://t.co/gcoJavkfGY

Dr Thomas E Levy MD describes his experience with vitamin C:
https://t.co/gcZIpdZ0eS"
77,2022-12-03 12:16:25+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,השיר של המונדיאל עושה קרינג' וחלחלות ברמות שאני לא יכול לתאר
78,2022-12-03 11:55:54+00:00,LarbiMykel,yes we can,,en,"@YouthAllianceM2 Bro the government always reject their solutions and later go for it example is the road toll they advised not to cancel it,we are bringing it back,they spoke about the e levy u never listen wat are we seeing,they spoke about IMF are we not there?"
79,2022-12-03 11:51:13+00:00,e_levy_22,Abena 🌹,Invicible,en,@ghanafaofficial This is one of the most corrupt institutions in our country. Shame on u guys for appointing a part time coach for such an elite tournament in football due to your selfish interest.
80,2022-12-03 11:40:24+00:00,e_levy_22,Abena 🌹,Invicible,et,@shattawalegh Matist
81,2022-12-03 11:21:06+00:00,DanielZofi,Zofi,,en,"@ravid_e_levy @kaherisa_joe @KhJacki Love the silence of @kaherisa_joe 🤡
Where did you go?"
82,2022-12-03 09:37:03+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,en,"@kaherisa_joe @KhJacki This is what he did to the filmed officer's subordinate

""uNArMeD"" 🤡🤡🤡 https://t.co/MjrJLvL2qR"
83,2022-12-03 08:42:52+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,"@superstarsplash יש חומר שחקנים מעולה, 6 שנים שהבעיה היא בעמדת המאמן שלא יודע לנצל אותו."
84,2022-12-03 07:46:05+00:00,princedarren77,Prince Darren,McCarthy Hill ,en,@e_levy_22 @SaddickAdams lol for wer ??😂
85,2022-12-03 07:20:23+00:00,Dawn_gha,Disis Moi,"Accra, Ghana",en,Oh and also now dat we out can we discuss de shambolic budget NADAA presented? Can we oppose de reintroduction of the road tolls as long as e levy remains?
86,2022-12-03 06:28:07+00:00,Jumeldo_77,JUMELDO,"Accra, Ghana",en,The finance minister said the E levy has been reduced to 1% hence we would be changed on any amount we send. I just made a transaction and I was charged 1.5% for sending 50 cedis. @NAkufoAddo why do you keep taking monies from our wallets which isn't making any profit? https://t.co/SCH2rJMbus
87,2022-12-03 06:11:07+00:00,PRAYZ,Robert E. Levy,"Kingston, Jamaica",en,Bible verse for the day!!! https://t.co/WcQYmx8pIF
88,2022-12-03 04:47:12+00:00,e_levy_22,Abena 🌹,Invicible,en,"@SaddickAdams To me, I believe we have been cursed."
89,2022-12-03 03:40:18+00:00,MercyYemofio,Mercy yemofio,,en,@Joy997FM And then cancel e- levy right?
90,2022-12-03 01:11:23+00:00,ShanELevy,Shane Levy,"San Francisco, CA",en,Awful https://t.co/143EvIT1Iw
91,2022-12-02 23:08:49+00:00,butkusbatiatus,Butkus,,en,@pyboamah E levy committee member.........ayiikoooo for your participation in bringing hardship to Ghanaians especially the people of Okai koi central
92,2022-12-02 22:48:07+00:00,e_levy_22,Abena 🌹,Invicible,en,@konkrumah @yawasafoadjei Political influence
93,2022-12-02 22:47:51+00:00,e_levy_22,Abena 🌹,Invicible,en,@konkrumah @yawasafoadjei Politically motivated
94,2022-12-02 22:32:26+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,אני תוהה מה לאנשים שלא ראיתי 8 שנים עובר בראש כשהם מחליטים לראות את הסטורי שלי
95,2022-12-02 22:27:40+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@JaneAdams95 ✨לייט בלומר✨
96,2022-12-02 22:26:06+00:00,JaneAdams95,Janeaddams,,iw,@ravid_e_levy חחחחחחחחחח 😂 איזה דיסלקטית
97,2022-12-02 22:22:31+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,"@JaneAdams95 א. מעוכבת
ב. כל עתודאי הוא לייט בלומר בהגדרה"
98,2022-12-02 22:19:45+00:00,NoamPrinz,נֹעם-פרינץ בואטנג,,iw,"@ravid_e_levy פרנקו לא הולך לשום מקום כי אין סיבה שהוא ילך לשום מקום, אני לא מבין מאיפה אנשים מביאים את השטויות האלה"
99,2022-12-02 22:18:39+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@NoamPrinz לא מחליף את פרנקו באף מאמן ישראלי
100,2022-12-02 22:17:54+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,הריקאפ בלינארית מלפני 5 שנים מצבו https://t.co/HVIvRBJeNm
101,2022-12-02 21:55:55+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@ilona_chulati פיד מושבניקים: https://t.co/lqPCJG12Av
102,2022-12-02 21:24:00+00:00,amitvb99,Amit Vigdor Bart,,iw,@NirTsadok @ravid_e_levy זה וואו
103,2022-12-02 21:20:14+00:00,IsakovNatan,Natan,Israel,iw,@ravid_e_levy המונדיאל הזה ממשיך לשבור שיאים
104,2022-12-02 21:17:51+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,"שמונה אירופאיות
שתי דרום אמריקאיות
שתי אסייאתיות
שתי אפריקאיות
אחת צפון אמריקאית
אחת אוקיאנית

בפעם הראשונה שכל היבשות מקבלות ייצוג בשלב הנוקאאוט של המונדיאל (לא פדרציות, להוציא אנטרקטיקה). https://t.co/EHKeLLr1db"
105,2022-12-02 20:27:13+00:00,RuleroftheAesir,Odin🌚🌘🤴💥👑,"Accra, Awoshie",en,"Hello Nana Addo @NAkufoAddo abeg we're back oo bring the budget let discuss. We go komot plenty for inside you can't bring toll and collect e levy for top.
@AnnanPerry"
106,2022-12-02 19:26:42+00:00,siidaat,Givers never luck,Accra,en,@thenanaaba @NAkufoAddo E Levy is a total stealing
107,2022-12-02 19:25:26+00:00,BarryELevy,Barry Lévy,"Lima, Peru",en,"@yuggy52 @TheRealKeean Zelensky is NOT 'mentioning peace talks now', I don't know WHERE you got that.  He won't talk to Putin...anytime, and will not stop until ALL of Ukraine is free of raping, torturing, murdering, looting...Russians."
108,2022-12-02 19:24:34+00:00,katuadire,katuadire,"Paris, Ile-de-France",fr,"Elle me fatigue E Levy
elle n'a jms appris à faire court
#hdpros2"
109,2022-12-02 19:23:36+00:00,BarryELevy,Barry Lévy,"Lima, Peru",en,"@xTheTruthXl @TheRealKeean No, Zelenksy was a RICH MAN, before he was President.  He was an actor and TV comedian, and owned those homes THEN. Your ZDS (Zelensky Derangement Syndrome) is showing."
110,2022-12-02 19:21:42+00:00,BarryELevy,Barry Lévy,"Lima, Peru",en,"@DevinSmith1976 @TheRealKeean Yeah, there is....the Ontario Government has to pay, now....they 'match' the contributions of the teachers....  WHO, IN THEIR RIGHT MIND, told OTF to send money to FTX?????   I MINE the stuff, and the motto is:  YOUR KEYS, YOUR WALLET, YOUR MONEY.  If someone else has your keys??"
111,2022-12-02 19:19:17+00:00,BarryELevy,Barry Lévy,"Lima, Peru",en,"@fraser5347 @TheRealKeean That's a meme....and an 'exclusive'...what's Ukraine got to do with it?  More pro-russian propaganda, that will be used by Russian propaganda TV to brainwash already brainwashed Russians (and Americans) that this genocide of Ukrainians has merit."
112,2022-12-02 19:14:54+00:00,e_levy_22,Abena 🌹,Invicible,und,@DStv_Ghana -5.8/10
113,2022-12-02 19:13:07+00:00,BarryELevy,Barry Lévy,"Lima, Peru",en,"@UncleChopperRIP @BrianMcHugh2011 ALL of those organisations which you mention, have been trying to PROVE AGW for 20 years...and FAILED.   Net zero:  starve and freeze in the dark.  Let me know when the 'net zero' renewable technology THAT WORKS, is AVAILABLE to be put into common usage..then we'll talk."
114,2022-12-02 19:12:01+00:00,MGEA02,MG,,fr,"Comme dit E Lévy, c'est ""dégueulasse de la part des LFI "" de faire de la récupération sur les migrants 👍🖐️🛑
Lola appelée jeune fille alors qu'elle avait 14 ans 🙏😢 
Médecin sans frontières parlent de jeunes enfants alors qu'ils ne sont pas mineurs, ça aussi c'est dégueulasse ! https://t.co/5KnXZK86vb"
115,2022-12-02 19:05:30+00:00,ElormNarki,dangerous liaisons,Paradise,en,"No boyfriend, no enjoyment, e- levy charge for unemployed workers https://t.co/zrVT2PpR2Y"
116,2022-12-02 18:43:12+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@e_ya_l יואב כץ אצלנו שווה ערך לטופ 4 כל עונה
117,2022-12-02 18:35:32+00:00,AllezHapoel,Itamar,,iw,"@mikikamay @ravid_e_levy תקציף כפרה,שבת שלום."
118,2022-12-02 18:34:39+00:00,relevyauthor,R. E. Levy,"Twin Cities, MN",en,I had the incredible chance to interview @NPtheInfuriator DM of @trynottodiepod last night about what it takes to craft and incredible world for storytelling! The recording will be dropping on my patreon on Dec 12 with a teaser posted elsewhere. Put it on the calendar folks! https://t.co/35uTR7UpYW
119,2022-12-02 18:05:02+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,"@mikikamay פחות שני בניינים ליד, יותר דירה בשותפות עם פיד ירוק/בית""ר."
120,2022-12-02 18:02:46+00:00,mikikamay,Miki Kamay,,iw,"@ravid_e_levy ידידי החוג כדורגל זה שני בניינים ליד, לא פה💜
בנתיים תן כבוד לאלופת המדינה"
121,2022-12-02 17:58:10+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,"@mikikamay אמנם בכדורסל לא ראיתי, אבל בכדורגל זכיתי לראות יותר תארים מלכל ענפי אגודת הפועל חולון ביחד."
122,2022-12-02 17:55:56+00:00,mikikamay,Miki Kamay,,iw,"@ravid_e_levy חמוד אתה, מאחל לך שתזכה לראות תואר עוד בתקופת חייך, כי בנתיים זה לא קרה💛💜💛"
123,2022-12-02 17:51:29+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,"@mikikamay אני מאחל לכם שלסופ""ש הקרוב כל הפיד יהיה מלא בהתעסקויות בנו. אוהב מלא ❤"
124,2022-12-02 17:30:58+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@LidorUdi9 ועדיין אין משהו בזכרוני שמתעלה על 2014
125,2022-12-02 17:27:58+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,"@LidorUdi9 למרות שהסינון הרצחני בנוקאאוט יעשה את שלו, כאוהד איטליה אני אוהב לראות את האירופאיות מקבלות בראש."
126,2022-12-02 17:24:46+00:00,YotamBareket,Yotam Bareket,ישראל,iw,@ravid_e_levy @Ricoooooos זה אלירן
127,2022-12-02 17:21:39+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@JaneAdams95 זה רילייטבל ליותר מדי אנשים שאני מכיר הלכתי להפיץ בצינורות
128,2022-12-02 17:19:38+00:00,Ricoooooos,Rico,Israel,iw,קרדיט ל @ravid_e_levy
129,2022-12-02 17:14:37+00:00,GayieyieSkrilla,gayieyie_skrilla,Ghana,en,"Now let's come back to reality...
*increment in VAT
*no public sector employment 
*Every e-transaction to attract e levy
&amp; many more...."
130,2022-12-02 17:07:13+00:00,yaw__mensah,Yaw Mensah,,en,"Ofori Atta &amp; Pharaoh

What do you take us for?
Road tolls &amp; E levy???"
131,2022-12-02 17:04:30+00:00,nana_Auspicious,kpodo gorden,,fi,Uruguay go score again paa de3 anka y3 b3 tua e levy 90%😂😂😂
132,2022-12-02 16:46:04+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,הקריין של מזרחי טפחות מדבר על פיצה האט זה טאפ
133,2022-12-02 16:41:55+00:00,larrbii_,lari,horrorbabiess 🇨🇳,in,eu e levy lendo jinx https://t.co/im1C4cbPVk
134,2022-12-02 16:38:15+00:00,NyadziL,Nyadzi Livingstone,,en,"@lebaron_terry You also said you will go to imf ,now you have impose e levy on us plus toll booth they job .......very pathetic"
135,2022-12-02 16:24:49+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,אני מרגיש שהפועל עושים הכל כדי לא להחתים אותו
136,2022-12-02 16:24:33+00:00,QveenRuthy,lilruthy🇬🇭,"Nashville, TN",en,Ref chop some e levy money
137,2022-12-02 16:23:58+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,אתם אולי לא ידעתם את זה אבל מרקו בלבול עם 0 מ24 בליגה ההודית
138,2022-12-02 16:22:27+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@Yali_Waldman_16 דלפ אהבתי
139,2022-12-02 16:21:26+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@naftalibennett אוהבתכם
140,2022-12-02 16:20:55+00:00,Jaemescarter_gh,KonongoCassîdÿ😎🫶🏾,"Kumasi,ghana",tl,@Serwaa_Amihere Ay3 E levy
141,2022-12-02 16:14:55+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@yaaranezer1 קבוצה אדומה גם יש לציין
142,2022-12-02 16:07:51+00:00,IsaacSa27731049,prez. nana addo,,en,be doing i don't care!!! ebe the E levy moni a take pay the black stars 😅😅😅
143,2022-12-02 16:03:14+00:00,Metayelet,Ayelet 🇰🇷,ירושלים/מעיין ברוך,iw,@ravid_e_levy @TalAfek11 לקבוצת החיתוך המאוד ספציפית של פיד מעיין ברוך עם פיד היסטוריה ישראלית
